".date",".text[]",".textHuman",".location[]"
"Sun Mar 29 13:49:39 +0000 2020","bonznstonz;david;geffen;sparks;backlash;for;flaunting;his;selfquarantine;from;a;m;superyacht;httpstcodudwbxxpj"," @Bonznstonz: David Geffen sparks backlash for flaunting his self-quarantine from a $590M superyacht		https://t.co/Du6DWbxXpJ","-87.77305;30.88296"
