text,location,date,textHuman
"[""djama"",""seriously"",""worried"",""that"",""these"",""guys"",""will"",""try"",""to"",""stralabd"",""do"",""a"",""lot"",""of"",""horrible"",""stuff"",""while"",""we"",""are"",""fighting"",""the"",""coronavirus""]","[-89.57568,43.3736]",Sun Mar 29 11:57:37 +0000 2020," @Djama18291981: Seriously worried that these guys will try to stral@abd do a lot of horrible stuff while we are fighting the Coronavirus."
"[""debbiethemots"",""potus"",""signed"",""caresact"",""providing"",""relief"",""for"",""american"",""families"",""workers"",""small"",""businesses"",""health"",""care"",""profess""]","[-86.15804,39.76838]",Sun Mar 29 11:57:37 +0000 2020," @DebbieTheMOTS: 💥 @POTUS signed #CARESAct - providing relief for American:
✅ Families
✅ Workers
✅ Small Businesses
✅ Health care profess…"
"[""iamdarmiebest"",""mimieyo"",""nedunaija"",""the"",""virus"",""took"",""longer"",""to"",""get"",""to"",""nigeria"",""our"",""fg"",""is"",""still"",""yet"",""to"",""start"",""doing"",""the"",""httpstcopdgzxwfeu""]","[5.23494,11.43522]",Sun Mar 29 11:57:37 +0000 2020,@iam_darmiebest @mimieyo @Nedunaija The virus took longer to get to Nigeria. Our FG is still yet to start doing the… https://t.co/Pd8gzxwFeu
"[""daryldust"",""healed"",""in"",""italy"",""in"",""the"",""last"",""hours"",""i"",""see"",""no"",""one"",""sharing"",""if"",""they"",""were"",""dead"",""everyone"",""would"",""share"",""coronalockdown"",""co""]","[-119.43605,55.21664]",Sun Mar 29 11:57:37 +0000 2020," @DarylDust: 925 healed in Italy in the last 24 hours. I see no one sharing. If they were dead, everyone would share!
#CoronaLockdown #co…"
"[""detikcom"",""panik"",""kebijakan"",""lockdown"",""yang"",""dilakukan"",""pemerintah"",""india"",""berujung"",""kacau"",""lockdown"",""dilaporkan"",""memicu"",""kepanikan"",""warga"",""india"",""b""]","[106.84513,-6.21462]",Sun Mar 29 11:57:37 +0000 2020," @detikcom: Panik! Kebijakan lockdown yang dilakukan pemerintah India berujung kacau. Lockdown dilaporkan memicu kepanikan warga India. B…"
"[""drisapantami"",""we"",""beg"",""allah"",""swt"",""with"",""his"",""most"",""exalted"",""namesalhayyu"",""amp"",""alqayyum"",""to"",""heal"",""all"",""those"",""tested"",""positive"",""with"",""coronavirus"",""in"",""n""]","[7.49508,9.05785]",Sun Mar 29 11:57:37 +0000 2020," @DrIsaPantami: We beg Allah (SWT) with His most exalted names-AlHayyu &amp; AlQayyum to heal all those tested positive with CoronaVirus in N…"
"[""bluntedjames"",""when"",""we"",""have"",""the"",""test"",""that"",""can"",""tell"",""if"",""youve"",""had"",""coronavirus"",""the"",""cynic"",""in"",""me"",""would"",""like"",""to"",""see"",""johnson"",""and"",""hancock"",""t""]","[-71.36577,45.96677]",Sun Mar 29 11:57:37 +0000 2020," @blunted_james: When we have the test that can tell if you’ve had Coronavirus -

The cynic in me would like to see Johnson and Hancock t…"
"[""cocolisodelsur"",""la"",""mentira"",""comunista"",""remedio"",""cubano"",""de"",""alcalde"",""jadue"",""fallo"",""cuba"",""informa"",""casos"",""de"",""coronavirus"",""y"",""muertos"",""se"",""les"",""m""]","[-73.24589,-39.81422]",Sun Mar 29 11:57:37 +0000 2020," @CocolisoDelSur: La mentira comunista REMEDIO CUBANO de alcalde Jadue falló: Cuba informa 80 casos de Coronavirus y 13 muertos. Se les m…"
"[""coronavirus"",""cas"",""confirmes"",""zero"",""deces"",""en"",""haiti"",""a"",""noter"",""le"",""departement"",""de"",""louest"",""est"",""lactuel"",""foyer"",""principa"",""httpstcofyakumhjic""]","[-72.46585,19.0505]",Sun Mar 29 11:57:37 +0000 2020,"🔴 CORONAVIRUS: 15 Cas confirmés, zéro décès en Haïti, à noter le département de l'Ouest est l'actuel foyer principa… https://t.co/FYakumhjic"
"[""drmattjharris"",""covid"",""is"",""awful"",""but"",""it"",""could"",""be"",""the"",""greatest"",""leveller"",""of"",""our"",""time"",""frugal"",""ventilators"",""frugal"",""face"",""masks"",""frugal"",""deliv""]","[5.69387,45.17675]",Sun Mar 29 11:57:37 +0000 2020," @drmattjharris: COVID19 is awful, but it could be the greatest leveller of our time. Frugal ventilators, frugal face masks, frugal deliv…"
"[""dodopicard"",""tantinemariella"",""i"",""know"",""that"",""i"",""left"",""china"",""thinking"",""it"",""would"",""not"",""get"",""past"",""its"",""borders"",""but"",""here"",""i"",""am"",""in"",""httpstcosvuqxfohi""]","[30.05885,-1.94995]",Sun Mar 29 11:57:37 +0000 2020,"@DodoPicard @TantineMariella I know that. I left China thinking it wouldn't get past its borders, but here I am in… https://t.co/SvUQXfohi5"
"[""pineapplebous"",""ce"",""coronavirus"",""nous"",""a"",""prouve"",""que"",""les"",""gens"",""les"",""moins"",""bien"",""payes"",""sont"",""les"",""plus"",""utiles"",""a"",""la"",""societe""]","[6.15283,48.67333]",Sun Mar 29 11:57:37 +0000 2020," @PineappleBous: Ce coronavirus nous a prouvé que les gens les moins bien payés sont les plus utiles à la société.."
"[""rspcaamy"",""lady"",""may"",""be"",""an"",""older"",""lass"",""with"",""deteriorating"",""eyesight"",""but"",""she"",""is"",""got"",""her"",""eye"",""on"",""the"",""prize"",""a"",""new"",""home"",""once"",""lockdown"",""is"",""over""]","[-80.49479,40.67923]",Sun Mar 29 11:57:37 +0000 2020," @RSPCA_Amy: Lady may be an older lass with deteriorating eyesight but she's got her eye on the prize: a new home! Once lockdown is over,…"
"[""leparisien"",""coronavirus"",""des"",""soignants"",""somment"",""le"",""gouvernement"",""de"",""publier"",""les"",""commandes"",""de"",""masques"",""et"",""tests"",""httpstcojzznbyr""]","[-72.46585,19.0505]",Sun Mar 29 11:57:38 +0000 2020," @le_Parisien: Coronavirus : des soignants somment le gouvernement de publier les commandes de masques et tests https://t.co/1JzZ8nbY4r #…"
"[""m"",""mas"",""de"",""agentes"",""contagiados"",""y"",""en"",""cuarentena"",""por"",""coronavirus"",""en"",""madrid"",""httpstcokqnxfc""]","[-2.03985,37.34218]",Sun Mar 29 11:57:38 +0000 2020," @20m: Más de 500 agentes contagiados y 2.000 en cuarentena por coronavirus en Madrid https://t.co/K7qn81xFC3"
"[""ofeibeeaa"",""can"",""we"",""like"",""have"",""a"",""lockdown"",""where"",""all"",""the"",""parents"",""are"",""sent"",""to"",""one"",""side"",""of"",""the"",""country""]","[5.23494,11.43522]",Sun Mar 29 11:57:38 +0000 2020," @Ofeibeeaa: Can we like... have a lockdown where all the parents are sent to one side of the country?"
"[""thesunthesun"",""post"",""coronavirus"",""will"",""we"",""change"",""will"",""we"",""learn"",""to"",""live"",""a"",""life"",""beyond"",""caste"",""religion"",""race"",""and"",""country"",""do"",""not"",""spread"",""h""]","[76.96612,11.00555]",Sun Mar 29 11:57:38 +0000 2020," @thesun01thesun: Post Coronavirus, will we change? Will we learn to live a life beyond caste, religion, race and country? Don’t spread h…"
"[""siempre"",""mienten"",""y"",""con"",""mentirosofernandez"",""se"",""incremento"",""la"",""mentira"",""es"",""un"",""buen"",""alumno"",""de"",""su"",""mentora"",""kretina"",""la"",""ladro"",""httpstcozyvokvzz""]","[-58.57962,-34.42603]",Sun Mar 29 11:57:38 +0000 2020,Siempre mienten y con #mentirosofernandez se incrementó la mentira es un buen alumno de su mentora kretina la ladro… https://t.co/ZY2V0okvZz
"[""god"",""please"",""forgive"",""us"",""sundaymotivation"",""coronaupdate"",""churchonline"",""coronavirusinlagos"",""coronavirusinnigeria"",""httpstcocastusddw""]","[3.39467,6.45407]",Sun Mar 29 11:57:38 +0000 2020,God please forgive us 🙏#SundayMotivation #CoronaUpdate #ChurchOnline #coronavirusinlagos #CoronaVirusInNigeria… https://t.co/CaS0tUSDdw
"[""hallidii"",""kasian"",""gak"",""sih"",""sama"",""kota"",""kecil"",""yg"",""nekat"",""lockdown"",""tp"",""daerah"",""lain"",""di"",""sekitarnya"",""atau"",""pusat"",""ekonomi"",""engga"",""ngelakuin"",""hal"",""sama"",""ky""]","[106.69556,-6.2375]",Sun Mar 29 11:57:38 +0000 2020," @hallidii: Kasian gak sih sama kota2 kecil yg nekat lockdown tp daerah lain di sekitarnya atau pusat ekonomi engga ngelakuin hal sama ky…"
"[""httpstcoopmazncke""]","[1.7726,45.81376]",Sun Mar 29 11:57:38 +0000 2020,https://t.co/oPMAzNc4ke
"[""christiernr"",""oleryborg"",""overblik"",""af"",""bla"",""taiwans"",""strategi"",""httpstcogqlawwzbud""]","[9.94176,57.3537]",Sun Mar 29 11:57:38 +0000 2020," @ChristiernR: @OleRyborg Overblik af bl.a.  Taiwans strategi https://t.co/gQLawwZBuD"
"[""dwnews"",""healthcare"",""workers"",""around"",""the"",""world"",""are"",""at"",""the"",""forefront"",""of"",""the"",""fight"",""against"",""coronavirus"",""many"",""times"",""sacrificing"",""their"",""own"",""he""]","[109.0378,-6.8691]",Sun Mar 29 11:57:38 +0000 2020," @dwnews: Healthcare workers around the world are at the forefront of the fight against #coronavirus, many times sacrificing their own he…"
"[""hpmkaram"",""comment"",""peuton"",""avoir"",""confiance"",""dans"",""un"",""pouvoir"",""qui"",""a"",""instaure"",""le"",""mensonge"",""comme"",""outil"",""principal"",""de"",""gouvernement""]","[1.7726,45.81376]",Sun Mar 29 11:57:38 +0000 2020," @hpmkaram: Comment peut-on avoir confiance dans un pouvoir qui a instauré le mensonge comme outil principal de gouvernement ?"
"[""nedunaija"",""china"",""is"",""an"",""irresponsible"",""country"",""the"",""world"",""should"",""deal"",""with"",""them"",""after"",""this"",""coronavirus""]","[3.39467,6.45407]",Sun Mar 29 11:57:38 +0000 2020," @Nedunaija: China is an irresponsible country. The world should deal with them after this coronavirus."
"[""realseunkuti"",""is"",""dis"",""how"",""our"",""govt"",""dey"",""help"",""fight"",""covid"",""se"",""dis"",""na"",""social"",""distancing"",""httpstcozhoxdgxli""]","[4.75572,51.1401]",Sun Mar 29 11:57:38 +0000 2020," @RealSeunKuti: IS DIS HOW OUR GOVT DEY HELP FIGHT COVID19? SE DIS NA SOCIAL DISTANCING?  https://t.co/zhoX9dgxli"
"[""rajeshtope"",""coronavirusupdates"",""meec""]","[77.31497,19.16023]",Sun Mar 29 11:57:38 +0000 2020," @rajeshtope11: राज्यातील कोरोना बाधित रुग्णांचा दिनांक 29 मार्च 2020 सकाळी 9 वा. पर्यंतचा हॉस्पिटलनिहाय तपशील
#CoronaVirusUpdates 
#Meec…"
"[""belakinyii"",""anyway"",""is"",""there"",""any"",""coronavirus"",""patient"",""that"",""your"",""pastor"",""has"",""healed"",""any"",""pastor"",""out"",""there"",""who"",""has"",""healed"",""a"",""coronavirus"",""pat""]","[36.81667,-1.28333]",Sun Mar 29 11:57:38 +0000 2020," @BelAkinyii: Anyway, is there any coronavirus patient that your pastor has healed? Any pastor out there who has healed a coronavirus pat…"
"[""kabul"",""coronavirusoutbreak"",""httpstcorssywbavu""]","[69.17233,34.52813]",Sun Mar 29 11:57:38 +0000 2020,"یک خواهر و برادر هزینه‌ی سفر حج خود را به خانواده‌های فقیر اختصاص دادند
#Kabul #CoronavirusOutbreak… https://t.co/rS7SywbaVu"
"[""fraslin"",""covid"",""ouestfrance"",""la"",""plupart"",""des"",""tests"",""pcr"",""sarscov"",""ne"",""sont"",""fiables"",""qua"",""en"",""particulier"",""parce"",""que"",""nous"",""recherchons"",""le""]","[-1.73678,47.32547]",Sun Mar 29 11:57:39 +0000 2020," @Fraslin: #Covid19 #OuestFrance
La plupart des tests PCR #SARSCoV2 ne sont fiables qu'à 70% en particulier parce que nous recherchons le…"
"[""drdzul"",""just"",""sharing"",""in"",""sngor"",""using"",""machine"",""learning"",""methodology"",""we"",""not"",""only"",""look"",""at"",""ve"",""cases"",""but"",""ppl"",""around"",""them"",""vulnerable"",""popn""]","[99.73404,6.35423]",Sun Mar 29 11:57:39 +0000 2020," @DrDzul: Just sharing.
In Sngor, using Machine Learning methodology, we not only look at +ve cases but ppl around them; vulnerable popn…"
"[""infobaeamerica"",""venezuela"",""la"",""antigua"",""potencia"",""energetica"",""de"",""sudamerica"",""deja"",""sin"",""combustible"",""a"",""sus"",""ciudadanos"",""en"",""plena"",""crisis"",""del"",""coro""]","[-78.79336,21.73748]",Sun Mar 29 11:57:39 +0000 2020," @infobaeamerica: Venezuela, la antigua potencia energética de Sudamérica, deja sin combustible a sus ciudadanos en plena crisis del coro…"
"[""aviatorsmaldive"",""heres"",""a"",""comparison"",""picture"",""of"",""what"",""a"",""typical"",""supersunday"",""would"",""look"",""like"",""in"",""the"",""maldivian"",""skies"",""vs"",""how"",""it"",""is"",""now"",""af""]","[152.84926,-26.76001]",Sun Mar 29 11:57:39 +0000 2020," @AviatorsMaldive: Here’s a comparison picture of what a typical #supersunday would look like in the #Maldivian skies vs how it is now af…"
"[""rabies"",""any"",""update"",""on"",""how"",""much"",""money"",""mosques"",""and"",""madrassas"",""are"",""donating"",""to"",""the"",""pm"",""relief"",""fund"",""for"",""coronavirus""]","[76.79336,34.9274]",Sun Mar 29 11:57:39 +0000 2020," @Ra_Bies: Any update on how much money mosques and madrassas are donating to the PM relief fund for Coronavirus?"
"[""on"",""sundays"",""we"",""put"",""the"",""heaux"",""in"",""holiness"",""if"",""no"",""one"",""can"",""eat"",""my"",""ass"",""under"",""lockdown"",""then"",""the"",""duck"",""will"",""httpstcoghyhkcs""]","[12.37129,51.33962]",Sun Mar 29 11:57:39 +0000 2020,"On Sundays we put the heaux in holiness. 

If no one can eat my ass under lockdown, then the duck will.... https://t.co/5GhY67hKCs"
"[""who"",""fact"",""covid"",""is"",""not"",""airborne"",""the"",""coronavirus"",""is"",""mainly"",""transmitted"",""through"",""droplets"",""generated"",""when"",""an"",""infected"",""person"",""coughs""]","[7.53027,47.43825]",Sun Mar 29 11:57:40 +0000 2020," @WHO: FACT: #COVID19 is NOT airborne. 

The #coronavirus is mainly transmitted through droplets generated when an infected person coughs…"
"[""mohfwindia"",""indiafightscorona"",""launch"",""of"",""pradhan"",""mantri"",""garib"",""kalyan"",""package"",""insurance"",""scheme"",""for"",""health"",""workers"",""fighting"",""covid""]","[72.88261,19.07283]",Sun Mar 29 11:57:40 +0000 2020," @MoHFW_INDIA: #IndiaFightsCorona:

Launch of Pradhan Mantri Garib Kalyan Package: Insurance Scheme for Health Workers Fighting #COVID19…"
"[""iyiki"",""varsnz"",""hocam""]","[13.73611,45.57861]",Sun Mar 29 11:57:40 +0000 2020,İyiki varsınız hocam 🙏🥰🇹🇷
"[""maderodog"",""warga"",""negara"",""sudah"",""mati"",""bahkan"",""sebelum"",""sempat"",""menyadari"",""bahwa"",""negara"",""sudah"",""selesai"",""membunuhnya"",""httpstcotmvu""]","[15.13333,46.83333]",Sun Mar 29 11:57:40 +0000 2020," @maderodog: .

Warga Negara sudah Mati! Bahkan sebelum sempat menyadari bahwa Negara sudah selesai membunuhnya~

. https://t.co/13t1mv2U…"
"[""drzobo"",""do"",""not"",""use"",""covid"",""as"",""an"",""excuse"",""o"",""better"",""start"",""that"",""project"",""and"",""leverage"",""on"",""technology"",""to"",""scale"",""it"",""better"",""write"",""that"",""book""]","[5.23494,11.43522]",Sun Mar 29 11:57:40 +0000 2020," @DrZobo: Don’t use #Covid19 as an excuse o. 

Better start that project, and leverage on technology to scale it.

Better write that book…"
"[""quinterocalle"",""estamos"",""patrullando"",""para"",""asegurarnos"",""que"",""los"",""ciudadanos"",""acaten"",""la"",""cuarentena"",""del"",""aislamiento"",""preventivo"",""obligatorio"",""ay""]","[-74.00481,5.02208]",Sun Mar 29 11:57:40 +0000 2020," @QuinteroCalle: Estamos patrullando para asegurarnos  que los ciudadanos acaten la cuarentena del Aislamiento Preventivo Obligatorio. Ay…"
"[""aajtak"",""madhyapradesh"",""httpstcoegoiykwy""]","[76.79336,34.9274]",Sun Mar 29 11:57:40 +0000 2020," @aajtak: #MadhyaPradesh  में पुलिसिया एक्शन पर सवाल, मजदूर के माथे पर लिखा मैंने लॉकडाउन का उल्लंघन किया है
https://t.co/eg6OiYKW7Y"
"[""gazr"",""red"",""mesh"",""dsunderwear"",""to"",""bring"",""a"",""flash"",""of"",""colour"",""to"",""a"",""grey"",""yorkshire"",""lockdown"",""bulge"",""ass"",""httpstcooitzbyimf""]","[-7.45,55.13333]",Sun Mar 29 11:57:40 +0000 2020," @Gazr_83: Red mesh @DSUnderwear to bring a flash of colour to a grey Yorkshire lockdown. #bulge #ass https://t.co/OitZ3BYIMF"
"[""victorchimbiko"",""the"",""price"",""of"",""items"",""have"",""been"",""so"",""hiked"",""just"",""because"",""of"",""covid"",""what"",""is"",""wrong"",""with"",""this"",""country""]","[3.39467,6.45407]",Sun Mar 29 11:57:40 +0000 2020," @victorchimbiko: The price of items have been so hiked just because of #COVID19 

What is wrong with this country?"
"[""i"",""have"",""put"",""together"",""a"",""few"",""lockdown"",""homerecorded"",""radio"",""shows"",""for"",""reformradiomcr"",""first"",""is"",""up"",""on"",""wednesday"",""pm"",""httpstcoramxijhjc""]","[-63.04401,18.22919]",Sun Mar 29 11:57:40 +0000 2020,"I've put together a few #lockdown home-recorded radio shows for @ReformRadioMCR

First is up on Wednesday, 9-11pm.… https://t.co/RA8MxIJhJc"
"[""it"",""is"",""good"",""newsbut"",""when"",""shall"",""india"",""develop"",""its"",""vaccine""]","[76.79336,34.9274]",Sun Mar 29 11:57:40 +0000 2020,"It's good news,but when shall India develop its vaccine."
"[""conflitsfr"",""pandemie"",""de"",""coronavirus"",""un"",""enfant"",""de"",""ans"",""est"",""en"",""etat"",""de"",""mort"",""cerebral"",""apres"",""avoir"",""ete"",""battu"",""par"",""son"",""pere"",""en"",""seine""]","[1.7726,45.81376]",Sun Mar 29 11:57:41 +0000 2020," @Conflits_FR: 🇫🇷 Pandémie de #coronavirus : Un enfant de 6 ans est en état de mort cérébral après avoir été battu par son père en #Seine…"
"[""satanaselmejor"",""un"",""estudio"",""realizado"",""por"",""la"",""oms"",""en"",""asociacion"",""con"",""la"",""universidad"",""de"",""harvard"",""dice"",""que"",""todo"",""aquel"",""que"",""se"",""haga"",""la"",""paja"",""en""]","[-73.03408,5.8245]",Sun Mar 29 11:57:41 +0000 2020," @SATANASELMEJOR: Un estudio realizado por la OMS en asociación con la universidad de Harvard, dice que todo aquel que se haga la paja en…"
"[""heikomaas"",""auch"",""menschen"",""aus"",""anderen"",""eulandern"",""der"",""schweiz"",""und"",""israel"",""konnten"",""wir"",""bislang"",""mit"",""unseren"",""ruckholaktionen"",""helfen"",""w""]","[11.63487,51.47554]",Sun Mar 29 11:57:41 +0000 2020," @HeikoMaas: Auch 1.800 Menschen aus anderen EU-Ländern, der Schweiz und Israel konnten wir bislang mit unseren Rückholaktionen helfen. W…"
"[""kkmputrajaya"",""meningkatkan"",""kebersihan"",""diri"",""dan"",""kerap"",""membersihkan"",""tempat"",""peralatanbarangan"",""yang"",""sering"",""disentuh"",""merupakan"",""satu""]","[99.73404,6.35423]",Sun Mar 29 11:57:41 +0000 2020," @KKMPutrajaya: Meningkatkan kebersihan diri dan      kerap membersihkan tempat/ peralatan/barangan yang sering disentuh merupakan  satu…"
"[""coronavirus"",""la"",""justice"",""donne"",""raison"",""a"",""lugtg"",""face"",""a"",""lars"",""et"",""au"",""chu"",""de"",""guadeloupe"",""httpstcovhpixszq"",""httpstcotoshslsa""]","[-61.17541,14.74309]",Sun Mar 29 11:57:41 +0000 2020,#Coronavirus : la justice donne raison à l’UGTG face à l’ARS et au CHU de #Guadeloupe  https://t.co/3VhpIx7szQ https://t.co/TOs19hslSa
"[""lorrainemking"",""my"",""friend"",""realised"",""he"",""had"",""coronavirus"",""and"",""stayed"",""at"",""home"",""to"",""selfisolate"",""he"",""was"",""following"",""the"",""governments"",""advice"",""and"",""e""]","[-94.9027,29.38385]",Sun Mar 29 11:57:41 +0000 2020," @lorrainemking: My friend realised he had coronavirus and stayed at home to self-isolate.
He was following the government's advice and e…"
"[""sidrahdp"",""people"",""were"",""raped"",""murdered"",""looted"",""burnt"",""alive"",""in"",""gujarat"",""families"",""were"",""separated"",""thrown"",""into"",""detention"",""in"",""assam""]","[-2.03985,37.34218]",Sun Mar 29 11:57:41 +0000 2020," @SidrahDP: People were raped, murdered, looted, burnt alive- in Gujarat, 2002.

Families were separated, thrown into detention in Assam.…"
"[""feralcivarmd"",""buenas"",""noches"",""saludec"",""e"",""inspiecuador"",""mi"",""esposa"",""y"",""yo"",""tuvimos"",""contacto"",""con"",""un"",""paciente"",""covid"",""positivo"",""confirmado"",""hem""]","[-78.52495,-0.22985]",Sun Mar 29 11:57:41 +0000 2020," @feralcivarmd: Buenas noches @Salud_Ec e @INSPI_ECUADOR mi esposa y yo tuvimos contacto con un paciente Covid19 positivo confirmado, hem…"
"[""so"",""asos"",""has"",""denied"",""these"",""allegations"",""but"",""the"",""situation"",""in"",""the"",""pictures"",""looks"",""crystal"",""clear"",""warehouse"",""employees"",""a"",""httpstcokibuzytaw""]","[150.73515,-33.64656]",Sun Mar 29 11:57:41 +0000 2020,"so @asos has denied these allegations, but the situation in the pictures looks crystal clear? warehouse employees a… https://t.co/KibUzy0taw"
"[""cest"",""pourtant"",""simple"",""ne"",""plus"",""croire"",""et"",""ne"",""plus"",""ecouter"",""banques"",""assurances"",""lrmr"",""laboratoires"",""pharmaceutiques"",""httpstcojkpfopwyo""]","[1.7726,45.81376]",Sun Mar 29 11:57:41 +0000 2020,"C'est pourtant simple ! ne plus croire et ne plus écouter : banques, assurances, LRMR, laboratoires pharmaceutiques… https://t.co/jkPfop2wyo"
"[""lucchesibh"",""em"",""o"",""pt"",""tentava"",""dispensar"",""os"",""medicos"",""cubanos"",""do"",""uso"",""da"",""lingua"",""portuguesa"",""em"",""atendimentos"",""e"",""documentos"",""oficiais"",""usan""]","[-45.23777,-4.04238]",Sun Mar 29 11:57:42 +0000 2020," @lucchesi_BH: Em 2013, o PT tentava dispensar os médicos cubanos do uso da língua portuguesa em atendimentos e documentos oficiais. Usan…"
"[""mahparasafdar"",""kooldjrian"",""zarahatkaydawn"",""saffinaellahi"",""junaidsalim"",""smillingme"",""adeelazhar"",""asmashirazi"",""httpstcofrgfxh""]","[67.0104,24.8608]",Sun Mar 29 11:57:42 +0000 2020,@mahparasafdar @kooldjrian2 @ZaraHatKay_Dawn @SaffinaEllahi1 @junaidsalim_ @smilling_me @adeel_azhar @asmashirazi… https://t.co/Fr0Gf12x5h
"[""norbertelekes"",""new"",""princess"",""maria"",""teresa"",""of"",""spain"",""has"",""died"",""from"",""coronavirus"",""worlds"",""first"",""royal"",""to"",""die"",""from"",""coronavirus""]","[35.28314,-0.36774]",Sun Mar 29 11:57:42 +0000 2020," @NorbertElekes: NEW: Princess Maria Teresa of Spain, 86, has died from coronavirus.

World's first royal to die from coronavirus."
"[""chriscuomo"",""if"",""you"",""want"",""trump"",""to"",""succeed"",""lay"",""off"",""fauci"",""shame"",""whomeever"",""does"",""not"",""if"",""you"",""want"",""us"",""to"",""have"",""tje"",""best"",""chance"",""of"",""curbing"",""this""]","[-80.49479,40.67923]",Sun Mar 29 11:57:42 +0000 2020," @ChrisCuomo: If you want trump to succeed, lay off fauci. Shame whomeever doesnt. If you want us to have tje best chance of curbing this…"
"[""wildfreckle"",""we"",""are"",""supposed"",""to"",""be"",""in"",""lockdown"",""but"",""still"",""people"",""think"",""its"",""ok"",""to"",""travel"",""to"",""mull"",""so"",""they"",""can"",""continue"",""with"",""their"",""photog""]","[-3.83891,56.37268]",Sun Mar 29 11:57:42 +0000 2020," @wildfreckle: We are supposed to be in lockdown but still people think it’s ok to travel to #Mull so they can continue with their photog…"
"[""annapodolanczuk"",""today"",""i"",""told"",""a"",""year"",""old"",""that"",""he"",""needs"",""intubation"",""he"",""was"",""scared"",""could"",""not"",""breathe"",""i"",""told"",""the"",""wife"",""of"",""a"",""year""]","[76.79336,34.9274]",Sun Mar 29 11:57:42 +0000 2020," @AnnaPodolanczuk: Today.

I told a 28 year old that he needs intubation. He was scared. Couldn’t breathe. 

I told the wife of a 47 year…"
"[""cada"",""dia"",""que"",""no"",""nos"",""quedemos"",""todos"",""en"",""casa"",""es"",""un"",""dia"",""de"",""multiplicacion"",""desmedida"",""del"",""coronavirus"",""y"",""de"",""un"",""grave"",""det"",""httpstcojlspndhi""]","[-98.08545,22.50062]",Sun Mar 29 11:57:42 +0000 2020,Cada día que NO nos quedemos TODOS en casa  es un día de multiplicación desmedida del coronavirus y de un grave det… https://t.co/0jlsP4NdhI
"[""daisycav"",""rtenews"",""agree"",""lot"",""of"",""loonies"",""on"",""this"",""thread"",""talking"",""about"",""gdpr"",""civil"",""liberties"",""etc"",""govt"",""can"",""and"",""httpstcowrswnwtclz""]","[-70.79367,43.68841]",Sun Mar 29 11:57:43 +0000 2020,"@daisycav @rtenews 100% agree. Lot of loonies on this thread talking about GDPR, civil liberties, etc.
Govt can and… https://t.co/WrSwnwtcLz"
"[""podemos"",""no"",""te"",""has"",""equivocado"",""de"",""orden"",""senor"",""coletas"",""pabloiglesias"",""primero"",""derrotar"",""al"",""coronavirus"",""y"",""despues"",""de"",""httpstcocpjwonjlzb""]","[124.38167,11.62028]",Sun Mar 29 11:57:43 +0000 2020,"@PODEMOS No, te has equivocado de orden, señor coletas @PabloIglesias. Primero derrotar al coronavirus y después de… https://t.co/CPJwONJlZB"
"[""coronalockdown"",""coronaupdate"",""coronalockdownuk"",""coronaalert"",""coronavirus"",""selfisolationhelp"",""selfisolating"",""httpstcogjxiyqrb""]","[150.77523,-33.67283]",Sun Mar 29 11:57:43 +0000 2020,#CoronaLockdown #CoronaUpdate #coronalockdownuk #CoronaAlert #coronavirus #Selfisolationhelp #selfisolating… https://t.co/gjx6IyQ1RB
"[""jackgrimmer"",""father"",""in"",""law"",""doing"",""fine"",""during"",""lockdown"",""then"",""httpstcoyyfixth""]","[-91.96903,34.54426]",Sun Mar 29 11:57:43 +0000 2020," @JackGrimmer: Father in law doing fine during lockdown then 👍🏼 https://t.co/2yYFIxT46H"
"[""oskisainz"",""ya"",""que"",""se"",""suprime"",""toda"",""actividad"",""no"",""esencial"",""propongo"",""que"",""las"",""tvs"",""se"",""dediquen"",""a"",""entretener"",""el"",""confinamiento"",""y"",""que"",""tan"",""solo""]","[-3.28631,42.02242]",Sun Mar 29 11:57:43 +0000 2020," @oski_sainz: Ya que se suprime toda actividad NO esencial propongo que las TVs se dediquen a entretener el confinamiento y que tan solo…"
[],"[5.23494,11.43522]",Sun Mar 29 11:57:43 +0000 2020,🥘
"[""god"",""bless"",""you""]","[124.8417,11.6388]",Sun Mar 29 11:57:43 +0000 2020,God bless you 🙏
"[""ntvjustin"",""coronavirus"",""coronavirusupda""]","[76.79336,34.9274]",Sun Mar 29 11:57:43 +0000 2020," @NTVJustIn: పశ్చిమ గోదావరి జిల్లా పెనుగొండలో ఓ వ్యక్తికి కరోనా లక్షణాలు. తణుకు ఐసోలేషన్ వార్డుకు తరలింపు. 
#coronavirus #CoronaVirusUpda…"
"[""perihal"",""stay"",""at"",""home"",""lockdown"",""dirumah"",""aja"",""ini"",""itu"",""banyak"",""dipostingan"",""tanpa"",""memikirikan"",""sebuah"",""keadaan"",""seseorang"",""httpstconpbmsexmkv""]","[110.36472,-7.80139]",Sun Mar 29 11:57:43 +0000 2020,"perihal stay at home, lockdown, dirumah aja, ini itu banyak dipostingan tanpa memikirikan sebuah keadaan seseorang.… https://t.co/NpBMsExmkv"
"[""footyaccums"",""juventus"",""players"",""and"",""manager"",""maurizio"",""sarri"",""have"",""agreed"",""to"",""their"",""pay"",""being"",""stopped"",""for"",""four"",""months"",""to"",""save"",""the"",""club"",""an"",""es""]","[151.7801,-32.92953]",Sun Mar 29 11:57:43 +0000 2020," @FootyAccums: Juventus' players and manager Maurizio Sarri have agreed to their pay being stopped for four months to save the club an es…"
