text,location,date,textHuman
"[""skynewsaust"",""australians"",""have"",""banned"",""from"",""gathering"",""in"",""groups"",""of"",""three"",""or"",""more"",""as"",""the"",""coalition"",""tightens"",""radical"",""restrictions"",""to"",""contai""]","[144.96667,-37.83333]",Sun Mar 29 12:09:34 +0000 2020," @SkyNewsAust: Australians have banned from gathering in groups of three or more as the Coalition tightens radical restrictions to contai…"
"[""hansrajmeena""]","[76.79336,34.9274]",Sun Mar 29 12:09:34 +0000 2020," @HansrajMeena: सलमान करेंगे दिहाड़ी मजदूरों की आर्थिक सहायता, मांगे 25 हजार मजदूरों की बैंक अकाउंट डिटेल्स।

सीधे मजदूर व गरीबों के खाते…"
"[""mawunya"",""spain"",""records"",""coronavirus"",""deaths"",""last"",""hours"",""as"",""princess"",""maria"",""teresa"",""becomes"",""first"",""royal"",""to"",""die"",""from"",""covid"",""coronau""]","[5.23494,11.43522]",Sun Mar 29 12:09:34 +0000 2020," @Mawunya_: Spain records 838 coronavirus deaths last 24hours, as Princess Maria Teresa becomes first royal to die from covid-19 #CoronaU…"
"[""les"",""tulleries""]","[-78.79336,21.73748]",Sun Mar 29 12:09:34 +0000 2020,Les Tulleries? ❤️
"[""piyushgoyal""]","[73.85535,18.51957]",Sun Mar 29 12:09:34 +0000 2020," @PiyushGoyal: नई दिल्ली स्थित निजामुद्दीन तथा शकूरबस्ती रेलवे स्टेशन🚉 पर 2,000 व्यक्तियों के लिये भोजन में खिचड़ी की व्यवस्था की गयी।…"
"[""follow"",""all"",""the"",""latest"",""updates"",""as"",""coronavirus"",""spreads"",""around"",""the"",""world"",""httpstcoyesuylhh"",""via"",""business""]","[-80.39839,25.75871]",Sun Mar 29 12:09:34 +0000 2020,Follow all the latest updates as coronavirus spreads around the world https://t.co/9Y4esuylHH via @business
"[""bollywoodmemers"",""day"",""of"",""lockdown"",""httpstcowsitzrzyxl""]","[72.88261,19.07283]",Sun Mar 29 12:09:34 +0000 2020," @BollywoodMemers: Day 5 of lockdown https://t.co/wSitzRZyXL"
"[""calyexe"",""hier"",""le"",""coronavirus"",""ma"",""pris"",""mon"",""pere"",""alors"",""je"",""vous"",""le"",""repete"",""comme"",""dautres"",""restez"",""chez"",""vous"",""httpstcouzlmuall""]","[-80.38333,43.2]",Sun Mar 29 12:09:34 +0000 2020," @Calyexe: Hier, le coronavirus m’a pris mon père. Alors je vous le répète comme d’autres, restez chez vous. https://t.co/u1zlM6uall"
"[""fabriziosotelo"",""por"",""logica"",""esta"",""deberia"",""haber"",""sido"",""la"",""campana"",""de"",""backusoficial"",""y"",""no"",""liberenlachela"",""una"",""empresa"",""reacciona"",""segun"",""la"",""c""]","[-72.4425,-13.47917]",Sun Mar 29 12:09:34 +0000 2020," @FabrizioSotelo5: Por lógica está debería haber sido la campaña de @BackusOficial y no #LiberenLaChela. Una empresa reacciona según la c…"
"[""paisgran"",""hermanntertsch"",""lo"",""que"",""nos"",""faltaba"",""por"",""oir"",""jajaja"",""culpa"",""de"",""franco"",""no"",""cuela"",""culpa"",""del"",""pp"",""y"",""vox"",""no"",""cuela"",""culpa"",""de"",""euro""]","[-2.23743,53.48095]",Sun Mar 29 12:09:34 +0000 2020," @pais_gran: @hermanntertsch Lo que nos faltaba por oír... Jajaja

Culpa de FRANCO : NO CUELA
Culpa del PP y VOX : NO CUELA
Culpa de Euro…"
"[""skynews"",""coronavirus"",""former"",""pm"",""tony"",""blair"",""says"",""virtually"",""everybody"",""in"",""uk"",""may"",""have"",""to"",""be"",""tested"",""for"",""covid"",""httpstcopmdoknxohu""]","[-3.46163,40.75842]",Sun Mar 29 12:09:34 +0000 2020," @SkyNews: Coronavirus: Former PM Tony Blair says 'virtually everybody' in UK may have to be tested for #COVID19 https://t.co/PmDOknxoHU"
"[""mam"",""covid"",""is"",""not"",""effective"",""in"",""high"",""temperature"",""like"",""or""]","[79.43167,28.36678]",Sun Mar 29 12:09:34 +0000 2020,Mam covid19 is not effective in high temperature like 40 or 40+
"[""late"",""again"",""you"",""issued"",""orders"",""without"",""thinking"",""it"",""thru"",""you"",""alone"",""are"",""to"",""blame""]","[-87.77305,30.88296]",Sun Mar 29 12:09:34 +0000 2020,"Late again, you issued orders without thinking it thru. You alone are to blame."
"[""whatsgoion"",""since"",""coronavirus"",""became"",""a"",""pandemic"",""many"",""myths"",""were"",""said"",""but"",""this"",""time"",""an"",""imam"",""in"",""turkey"",""is"",""reading"",""a"",""dream"",""of"",""elderly"",""wo""]","[99.73404,6.35423]",Sun Mar 29 12:09:35 +0000 2020," @WhatsGoiOn: Since #Coronavirus became a pandemic many myths were said but this time an Imam in #Turkey is reading a dream of elderly wo…"
"[""ralfely"",""annefarmer"",""je"",""veux"",""que"",""les"",""autorites"",""qui"",""sopposent"",""a"",""lusage"",""de"",""la"",""chloroquine"",""des"",""le"",""debut"",""de"",""la"",""maladie"",""donnent"",""le""]","[1.7726,45.81376]",Sun Mar 29 12:09:35 +0000 2020," @ralfely: RT @AnneFarmer65: 🆘 Je veux que les autorités qui s'opposent à l'usage de la Chloroquine dés le début de la maladie donnent le…"
"[""meganoticiascl"",""cathy"",""barriga"",""informa"",""de"",""segunda"",""muerte"",""por"",""covid"",""en"",""maipu"",""httpstcoollzaw""]","[-72.56084,-37.0982]",Sun Mar 29 12:09:35 +0000 2020," @meganoticiascl: Cathy Barriga informa de segunda muerte por Covid-19 en Maipú

https://t.co/O0LLza26W2"
"[""carlosdelrio"",""take"",""a"",""look"",""at"",""the"",""covid"",""visualizer"",""you"",""can"",""put"",""your"",""finger"",""in"",""any"",""country"",""and"",""you"",""will"",""see"",""information"",""on"",""cases"",""an""]","[7.53027,47.43825]",Sun Mar 29 12:09:35 +0000 2020," @CarlosdelRio7: Take a look at the #COVID19 Visualizer.  You can put your finger in any country and you will see information on cases an…"
"[""vikassaraswat"",""kanika"",""kapoors"",""relatives"",""are"",""now"",""worried"",""for"",""her"",""they"",""say"",""she"",""is"",""not"",""responding"",""to"",""treatment"",""and"",""because"",""of"",""the"",""lockdow""]","[76.79336,34.9274]",Sun Mar 29 12:09:35 +0000 2020," @VikasSaraswat: ""Kanika Kapoor's relatives are now worried for her. They say she isnt responding to treatment and because of the lockdow…"
"[""marwalahouimel"",""latest"",""work"",""by"",""brazilian"",""cartoonist"",""on"",""the"",""first"",""seven"",""cases"",""of"",""coronavirus"",""in"",""gaza"",""grouppalestine"",""httpstcon""]","[1.7726,45.81376]",Sun Mar 29 12:09:35 +0000 2020," @MarwaLahouimel: Latest work by Brazilian cartoonist on the first seven cases of coronavirus in Gaza
#Group4Palestine 🇵🇸 https://t.co/4n…"
"[""officeofssc"",""covid"",""httpstcouhhodhxbd""]","[76.79336,34.9274]",Sun Mar 29 12:09:35 +0000 2020," @OfficeofSSC: प्रदेश में #COVID19 की स्थिति को लेकर जनता से संवाद। https://t.co/Uhh7odhXBd"
"[""stephsejourne"",""vive"",""emotion"",""en"",""apprenant"",""le"",""deces"",""de"",""patrick"",""devedjian"",""des"",""suites"",""du"",""coronavirus"",""president"",""du"",""departement"",""des"",""hauts""]","[-80.38333,43.2]",Sun Mar 29 12:09:35 +0000 2020," @steph_sejourne: Vive émotion en apprenant le décès de Patrick Devedjian des suites du #coronavirus. Président du département des Hauts-…"
"[""abpnews"",""coronavirus"",""beingsalmankhan""]","[76.79336,34.9274]",Sun Mar 29 12:09:35 +0000 2020," @ABPNews: #Coronavirus | @BeingSalmanKhan करेंगे दिहाड़ी मजदूरों की आर्थिक सहायता, मांगे 25 हजार मजदूरों की बैंक अकाउंट डिटेल्स

(रिपोर्…"
"[""bjheijne"",""met"",""een"",""lockdown"",""was"",""dit"",""voorkomen"",""httpstcovesxfnsba""]","[4.88969,52.37403]",Sun Mar 29 12:09:35 +0000 2020," @Bjheijne: Met een lockdown was dit voorkomen. https://t.co/9vEsXFNSBA"
"[""redstate"",""suicides"",""topped"",""coronavirus"",""deaths"",""in"",""tennessee"",""last"",""week"",""what"",""if"",""anything"",""does"",""that"",""tell"",""us"",""httpstcoilxonz""]","[-94.35467,37.83921]",Sun Mar 29 12:09:35 +0000 2020," @RedState: Suicides Topped Coronavirus Deaths in Tennessee Last Week; What, if Anything, Does that Tell Us https://t.co/i1l8Xo8nz2"
"[""iguessous"",""deconfinment"",""precision"",""plusieurs"",""projets"",""a"",""geneve"",""de"",""seroprevalence"",""ac"",""anticovid"",""pour"",""favoriser"",""un"",""deconfinement"",""d""]","[7.53027,47.43825]",Sun Mar 29 12:09:35 +0000 2020," @iguessous: « Deconfinment precision » Plusieurs projets à Genève de seroprevalence Ac anti-COVID19 pour favoriser un de-confinement « d…"
"[""beleg"",""eldury"",""anarosaq"",""sanchezcastejon"",""mira"",""me"",""gustan"",""bastante"",""mas"",""estas"",""cosas"",""me"",""emocionan"",""sobremanera"",""httpstcosnbvijcm""]","[-74.13916,10.76343]",Sun Mar 29 12:09:35 +0000 2020,"@beleg169 @eldury56 @anarosaq @sanchezcastejon Mira, me gustan bastante más estas cosas.
Me emocionan sobremanera,… https://t.co/s6NbvIj0cm"
"[""peterkolchinsky"",""if"",""you"",""are"",""hearing"",""about"",""covid"",""reinfections"",""in"",""asia"",""i"",""can"",""offer"",""you"",""my"",""take"",""as"",""a"",""virologist"",""the"",""best"",""explanatio""]","[1.7726,45.81376]",Sun Mar 29 12:09:36 +0000 2020," @PeterKolchinsky: If you are hearing about #covid19 “reinfections” in Asia, I can offer you my take as a virologist. The best explanatio…"
"[""babouastou"",""ya"",""un"",""gars"",""qui"",""a"",""cree"",""question"",""pour"",""un"",""balcon"",""et"",""tout"",""son"",""quartier"",""participe"",""jadore"",""confinementjour"",""covid"",""htt""]","[-1.73678,47.32547]",Sun Mar 29 12:09:36 +0000 2020," @babou_astou: Y’a un gars qui a créé question pour un Balcon😂 et tout son quartier participe!! J’adore 😍 #Confinementjour12 #COVID19 htt…"
"[""faheemyounus"",""covid"",""mythbusting"",""part"",""myth"",""coronavirus"",""is"",""airborne"",""wrong"",""its"",""a"",""droplet"",""infection"",""requiring"",""close"",""contact"",""t""]","[5.9412,50.61222]",Sun Mar 29 12:09:36 +0000 2020," @FaheemYounus: COVID mythbusting: Part 3

Myth: Coronavirus is airborne. 

Wrong: 

It’s a droplet infection, requiring close contact. T…"
"[""harbhajansingh"",""the"",""world"",""is"",""passing"",""through"",""extremely"",""testing"",""and"",""unprecedented"",""timeslets"",""do"",""our"",""bit"",""to"",""help"",""safridiofficial"",""saf""]","[75.8333,22.71792]",Sun Mar 29 12:09:36 +0000 2020," @harbhajan_singh: The world  is passing through extremely testing and unprecedented times.Let’s do our bit to help @SAfridiOfficial @SAF…"
"[""antonietamille"",""hasta"",""que"",""el"",""coronavirus"",""toco"",""a"",""mi"",""familia"",""mi"",""hermana"",""enfermera"",""esta"",""en"",""la"",""uci"",""le"",""pido"",""humildemente"",""un"",""pensamiento""]","[-78.79336,21.73748]",Sun Mar 29 12:09:36 +0000 2020," @Antonietamille: Hasta que el coronavirus tocó a mi familia, mi hermana enfermera está en la uci... le pido humildemente un pensamiento…"
"[""bhweingarten"",""steph"",""the"",""media"",""and"",""dems"",""condemned"",""coronavirus"",""press"",""conferences"",""because"",""all"",""about"",""trump"",""and"",""he"",""httpstcolxgozk""]","[-87.77336,36.312]",Sun Mar 29 12:09:36 +0000 2020,@bhweingarten @steph93065 The media and Dems condemned CoronaVirus press conferences because all about Trump and he… https://t.co/L78x0Go8ZK
"[""humanrightsctte""]","[150.73515,-33.64656]",Sun Mar 29 12:09:36 +0000 2020,@HumanRightsCtte 👇👇
"[""justofly"",""karinelacombe"",""inserm"",""recoit"",""de"",""largent"",""des"",""laboratoires"",""gilead"",""et"",""abbvie"",""qui"",""produit"",""remdesevir"",""kaletra"",""ce"",""sont"",""des"",""pro""]","[1.7726,45.81376]",Sun Mar 29 12:09:36 +0000 2020," @justofly: #KarineLacombe INSERM reçoit de l’argent des Laboratoires #GILEAD et #ABBVIE qui produit #remdesevir #kaletra ce sont des pro…"
"[""hero""]","[-80.30227,25.81038]",Sun Mar 29 12:09:36 +0000 2020,Hero
"[""lantipatwari"",""pakistani"",""rangers"",""wearing"",""face"",""masks"",""stand"",""guard"",""next"",""to"",""a"",""man"",""washing"",""his"",""hands"",""during"",""an"",""awareness"",""campaign"",""about"",""coron""]","[74.35338,32.47835]",Sun Mar 29 12:09:37 +0000 2020," @LantiPatwari: Pakistani rangers wearing face masks stand guard next to a man washing his hands during an awareness campaign about coron…"
"[""please"",""as"",""a"",""man"",""avoid"",""this"",""kind"",""of"",""woman"",""she"",""can"",""kill"",""you""]","[7.03325,5.48363]",Sun Mar 29 12:09:37 +0000 2020,"Please  as a man avoid this kind of woman.
She can kill you"
"[""thatdose"",""httpstcoktlvqzju"",""httpstcouqzfivfk""]","[144.96667,-37.83333]",Sun Mar 29 12:09:37 +0000 2020," @That_dose_: https://t.co/ktlV0QZJu5 https://t.co/UQ6zfi2vFK"
"[""bolivia"",""suma"",""casos"",""de"",""coronavirus"",""pando"",""registra"",""su"",""primer"",""infectado"",""httpstcobhtqvnlnsn"",""httpstcokhaekida""]","[-98.20346,19.03793]",Sun Mar 29 12:09:37 +0000 2020,Bolivia suma 81 casos de coronavirus; Pando registra su primer infectado https://t.co/bHtqVnlnSn https://t.co/8kh0AEkIDa
"[""abalagu"",""es"",""un"",""deure"",""de"",""tots"",""denunciar"",""la"",""irresponsabilitat"",""daquest"",""estat"",""que"",""ens"",""ha"",""portat"",""la"",""mort"",""arreu"",""per"",""no"",""voler"",""fer"",""un"",""confinam""]","[2.15899,41.38879]",Sun Mar 29 12:09:37 +0000 2020," @ABalagu: És un deure de tots denunciar la irresponsabilitat d'aquest Estat que ens ha portat la mort arreu per no voler fer un confinam…"
"[""artortoisefull"",""alfatihah"",""takziah"",""diucapkan"",""kepada"",""keluarga"",""salah"",""seorang"",""barisan"",""hadapan"",""kkm"",""allahyarhamah"",""dr"",""nooranisah"",""mohd"",""ra""]","[101.25,3.35]",Sun Mar 29 12:09:37 +0000 2020," @Artortoise_full: Al-Fatihah,

Takziah diucapkan kepada keluarga salah seorang barisan hadapan KKM, Allahyarhamah Dr. Nooranisah Mohd Ra…"
"[""africafactszone"",""rwanda"",""has"",""started"",""doortodoor"",""distribution"",""of"",""food"",""to"",""people"",""while"",""they"",""stay"",""at"",""home"",""during"",""the"",""coronavirus"",""lockdow""]","[5.23494,11.43522]",Sun Mar 29 12:09:37 +0000 2020," @AfricaFactsZone: Rwanda has started door-to-door distribution of food to people, while they stay at home during the coronavirus lockdow…"
"[""a"",""la"",""autoridad"",""se"",""le"",""respetano"",""salir"",""de"",""casa"",""estamos"",""en"",""estado"",""de"",""emergencia"",""por"",""el"",""bien"",""de"",""todos"",""congreso"",""exime"",""httpstcosiurtrddpi""]","[-72.4425,-13.47917]",Sun Mar 29 12:09:37 +0000 2020,"A LA AUTORIDAD SE LE RESPETA""NO SALIR DE CASA ESTAMOS EN ESTADO DE EMERGENCIA POR EL BIEN DE TODOS""
CONGRESO EXIME… https://t.co/SIuRtRdDPI"
"[""conflictsw"",""venezuelan"",""police"",""officers"",""accepting"",""bribes"",""to"",""allow"",""people"",""to"",""transit"",""during"",""lockdown"",""venezuela"",""httpstcofdkiiz""]","[-78.79336,21.73748]",Sun Mar 29 12:09:37 +0000 2020," @ConflictsW: Venezuelan police officers accepting bribes to allow people to transit during lockdown 
#Venezuela  https://t.co/30f6D8KiIZ"
"[""whole"",""world"",""is"",""playing"",""big"",""boss"",""and"",""china"",""is"",""playing"",""the"",""role"",""of"",""big"",""boss"",""coronalockdown"",""covidindia"",""covid""]","[72.88261,19.07283]",Sun Mar 29 12:09:37 +0000 2020,"Whole world is playing Big Boss! 
And China is playing the role of Big Boss!

#CoronaLockdown #COVID2019india #COVIDー19"
"[""sanuxiii"",""nigeria"",""in"",""kusada"",""katsina"",""state"",""an"",""imam"",""who"",""defied"",""order"",""banning"",""large"",""gathering"",""and"",""lead"",""friday"",""prayers"",""was"",""arrested"",""hi""]","[3.39467,6.45407]",Sun Mar 29 12:09:37 +0000 2020," @sanuxiii: -Nigeria: In Kusada Katsina state an Imam who defied order banning large gathering and lead Friday prayers was arrested. 
-Hi…"
"[""klind"",""many"",""students"",""are"",""just"",""missing"",""weeks"",""of"",""test"",""prep"",""it"",""will"",""not"",""have"",""as"",""big"",""an"",""impact"",""as"",""some"",""think""]","[-87.65005,41.85003]",Sun Mar 29 12:09:37 +0000 2020," @Klind2013: Many students are just missing weeks of test prep.  It won't have as big an impact as some think."
"[""rcr"",""susana"",""es"",""enfermera"",""en"",""el"",""hospital"",""del"",""mar"",""espana"",""y"",""se"",""ha"",""hecho"",""viral"",""xq"",""el"",""companero"",""de"",""habitacion"",""de"",""jose"",""la"",""ha"",""grabadopero""]","[-99.77861,19.36889]",Sun Mar 29 12:09:38 +0000 2020," @RCR750: Susana es enfermera en el Hospital del Mar, España y se ha hecho viral xq el compañero de habitación de José la ha grabado,pero…"
"[""two"",""weeks"",""of"",""selfisolation"",""down"",""and"",""according"",""to"",""our"",""local"",""news"",""reports"",""and"",""law"",""enforcements"",""two"",""more"",""to"",""go"",""fo"",""httpstcontopmoog""]","[20.46513,44.80401]",Sun Mar 29 12:09:38 +0000 2020,"Two weeks of self-isolation down, and according to our local news reports and law enforcements - two more to go! Fo… https://t.co/9NToP1moog"
"[""peterjukes"",""if"",""not"",""the"",""eus"",""fault"",""the"",""steep"",""british"",""rise"",""covid"",""cases"",""must"",""be"",""blamed"",""on"",""china"",""the"",""mail"",""on"",""sunday"",""follows"",""the"",""line"",""of""]","[125.09417,7.90639]",Sun Mar 29 12:09:38 +0000 2020," @peterjukes: If not the EU’s fault, the steep British rise COVID19 cases must be blamed on China. The Mail on Sunday follows the line of…"
"[""saludpublicaes"",""las"",""medidas"",""del"",""gobierno"",""pretenden"",""reducir"",""la"",""movilidad"",""y"",""con"",""ello"",""los"",""casos"",""nuevos"",""en"",""ucis"",""para"",""que"",""estas"",""no"",""se"",""sature""]","[-2.03985,37.34218]",Sun Mar 29 12:09:38 +0000 2020," @SaludPublicaEs: Las medidas del Gobierno pretenden reducir la movilidad y con ello los casos nuevos en UCIs para que estas no se sature…"
"[""dna"",""salmankhan"",""to"",""provide"",""financial"",""support"",""to"",""daily"",""wage"",""workers"",""of"",""film"",""industry"",""affected"",""by"",""coronavirus"",""lockdown"",""https""]","[74.85603,12.91723]",Sun Mar 29 12:09:38 +0000 2020," @dna: #SalmanKhan to provide financial support to 25,000 daily wage workers of film industry affected by #coronavirus lockdown

https://…"
"[""interferenciacl"",""durante"",""marzo"",""carabineros"",""ha"",""registrado"",""una"",""serie"",""de"",""compras"",""publicas"",""orientadas"",""a"",""hacer"",""frente"",""a"",""la"",""epidemia"",""pero"",""n""]","[-73.11684,-36.72494]",Sun Mar 29 12:09:38 +0000 2020," @InterferenciaCL: Durante marzo, Carabineros ha registrado una serie de compras públicas orientadas a hacer frente a la epidemia. Pero n…"
"[""rodriguezmanuel"",""el"",""virus"",""esta"",""instalado"",""en"",""el"",""barrio"",""alto"",""de"",""santiago"",""y"",""no"",""hablo"",""solamente"",""del"",""covid""]","[-72.56084,-37.0982]",Sun Mar 29 12:09:38 +0000 2020," @RodriguezManuel: El virus está instalado en el Barrio Alto de Santiago. Y no hablo solamente del covid19..."
"[""conflitsfr"",""pandemie"",""de"",""coronavirus"",""un"",""enfant"",""de"",""ans"",""est"",""en"",""etat"",""de"",""mort"",""cerebral"",""apres"",""avoir"",""ete"",""battu"",""par"",""son"",""pere"",""en"",""seine""]","[4.1206,49.04873]",Sun Mar 29 12:09:38 +0000 2020," @Conflits_FR: 🇫🇷 Pandémie de #coronavirus : Un enfant de 6 ans est en état de mort cérébral après avoir été battu par son père en #Seine…"
"[""evdefender"",""covid"",""is"",""moving"",""so"",""fast"",""that"",""we"",""are"",""running"",""out"",""of"",""pixels"",""to"",""show"",""how"",""utterly"",""vile"",""the"",""flagitious"",""elonmusk"",""has"",""been"",""wrt""]","[-1.34523,53.90419]",Sun Mar 29 12:09:38 +0000 2020," @evdefender: COVID-19 is moving so fast that we are running out of pixels to show how utterly vile the flagitious @elonmusk has been wrt…"
"[""conflictsw"",""venezuelan"",""police"",""officers"",""accepting"",""bribes"",""to"",""allow"",""people"",""to"",""transit"",""during"",""lockdown"",""venezuela"",""httpstcofdkiiz""]","[-78.79336,21.73748]",Sun Mar 29 12:09:38 +0000 2020," @ConflictsW: Venezuelan police officers accepting bribes to allow people to transit during lockdown 
#Venezuela  https://t.co/30f6D8KiIZ"
"[""davemilbo"",""nz"",""we"",""are"",""going"",""into"",""lockdown"",""you"",""will"",""hear"",""from"",""me"",""a"",""lot"",""aus"",""going"",""to"",""the"",""footy"",""wait"",""why"",""are"",""you"",""at"",""the"",""beach"",""go"",""get""]","[151.20732,-33.86785]",Sun Mar 29 12:09:38 +0000 2020," @DaveMilbo: NZ: We're going into lockdown. You'll hear from me a lot.

AUS: Going to the footy. Wait, why are you at the beach?! Go get…"
"[""therighty"",""more"",""positive"",""cases"",""of"",""coronavirus"",""from"",""ahmednagar"",""maharashtra"",""one"",""has"",""a"",""travel"",""history"",""of"",""france"",""and"",""the"",""another"",""has"",""t""]","[76.79336,34.9274]",Sun Mar 29 12:09:38 +0000 2020," @the_righty: 2 more positive cases of Coronavirus from Ahmednagar, Maharashtra. One has a travel history of France and the another has t…"
"[""ktla"",""looking"",""east"",""california"",""can"",""envision"",""its"",""coronavirus"",""future"",""in"",""the"",""overflowing"",""hospital"",""wards"",""of"",""new"",""york"",""city"",""httpstcos""]","[-76.50745,38.3004]",Sun Mar 29 12:09:38 +0000 2020," @KTLA: Looking east, California can envision its coronavirus future in the overflowing hospital wards of New York City.​ https://t.co/3S…"
"[""sairaambedkar"",""httpstcowlqnwbnzuw""]","[76.79336,34.9274]",Sun Mar 29 12:09:39 +0000 2020," @SairaAmbedkar: सही काम है, सीधे जरूरत मंद के पास
 पैसे भेजो। 😌🙏 https://t.co/WlqnWbNzUW"
"[""cunal"",""bahl"",""deepikabhardwaj"",""with"",""the"",""lockdown"",""in"",""place"",""you"",""can"",""expect"",""more"",""doctored"",""videos"",""like"",""this"",""one"",""but"",""then"",""sanghis"",""never"",""n""]","[76.79336,34.9274]",Sun Mar 29 12:09:39 +0000 2020," @cunal: @bahl65 @DeepikaBhardwaj with the lockdown in place, you can expect more doctored videos like this one, but then sanghis never n…"
"[""conflitsfr"",""flash"",""lamende"",""du"",""non"",""respect"",""du"",""confinement"",""passe"",""desormais"",""de"",""a"",""en"",""france"",""comme"",""stipule"",""au"",""journal"",""offi""]","[6.2024,49.13288]",Sun Mar 29 12:09:39 +0000 2020," @Conflits_FR: 🇫🇷 FLASH - L’amende du non respect du #confinement passe désormais de 135 à 200€ en #France, comme stipulé au Journal Offi…"
"[""juvenalrivera"",""recuerdan"",""el"",""caso"",""del"",""tipo"",""que"",""pese"",""a"",""ser"",""sospechoso"",""de"",""coronavirus"",""viajo"",""igual"",""en"",""un"",""avion"",""entre"",""santiago"",""y"",""temuco"",""pa""]","[-72.56084,-37.0982]",Sun Mar 29 12:09:39 +0000 2020," @JuvenalRivera: ¿Recuerdan el caso del tipo que pese a ser sospechoso de coronavirus, viajó igual en un avión entre Santiago y Temuco pa…"
"[""rosahdezalba"",""que"",""se"",""sepa"",""que"",""no"",""se"",""olvide"",""gobiernocriminal"",""unidaspandemias""]","[-2.03985,37.34218]",Sun Mar 29 12:09:39 +0000 2020," @Rosa_HdezAlba: Que se sepa, que no se olvide #GobiernoCriminal #UnidasPandemias"
"[""soygalargaelber"",""acaba"",""de"",""fallecer"",""el"",""profesor"",""eliezer"",""katan"",""en"",""el"",""hospital"",""de"",""clinicas"",""caracas"",""eliecer"",""katan"",""quien"",""era"",""director"",""de""]","[-66.87919,10.48801]",Sun Mar 29 12:09:39 +0000 2020," @SoyGalargaElber: Acaba de fallecer el profesor Eliezer Katan. En el Hospital de Clínicas Caracas.
 Eliecer Katan quien  era director de…"
"[""ronnymalone"",""remington"",""arms"",""offers"",""its"",""manufacturing"",""facility"",""to"",""produce"",""medical"",""supplies"",""during"",""coronavirus"",""crisis"",""httpstcoejxef""]","[-80.47922,25.44789]",Sun Mar 29 12:09:39 +0000 2020," @Ronny_Malone: Remington Arms Offers its Manufacturing Facility To Produce Medical Supplies During Coronavirus Crisis https://t.co/EjXef…"
"[""ongoing"",""instagram"",""live"",""chat"",""about"",""our"",""mental"",""health"",""during"",""this"",""lockdown"",""period"",""join"",""globalshaperskigali"",""on"",""insta"",""httpstcomihpwlpi""]","[10.7,47.46667]",Sun Mar 29 12:09:39 +0000 2020,ongoing instagram live chat about our mental health during this lockdown period. Join @globalshaperskigali on insta… https://t.co/mIhpwL6p0I
"[""abc"",""the"",""denver"",""zoo"",""released"",""footage"",""of"",""its"",""fourweekold"",""great"",""onehorned"",""rhino"",""calf"",""rolling"",""around"",""and"",""playing"",""with"",""water"",""as"",""part"",""of""]","[-86.89503,41.70754]",Sun Mar 29 12:09:39 +0000 2020," @ABC: The Denver Zoo released footage of its four-week-old great one-horned rhino calf rolling around and playing with water as part of…"
"[""aridecuba"",""comparecera"",""japortalmiranda"",""titular"",""del"",""minsap"",""en"",""la"",""conferencia"",""de"",""prensa"",""sobre"",""el"",""enfrentamiento"",""al"",""nuevo"",""coronavirus""]","[-79.36678,21.99712]",Sun Mar 29 12:09:40 +0000 2020," @AriDeCuba: Comparecerá @japortalmiranda, titular del MINSAP, en la conferencia de prensa sobre el enfrentamiento al nuevo coronavirus,…"
"[""covidpan"",""tons"",""of"",""donated"",""medical"",""supplies"",""to"",""the"",""chinese"",""people"",""including"",""masks"",""gowns"",""gauze"",""respirators"",""and"",""other"",""vital"",""m""]","[-94.9027,29.38385]",Sun Mar 29 12:09:40 +0000 2020," @COVID19PAN: ""17.8 tons of donated medical supplies to the Chinese people, including masks, gowns, gauze, respirators, and other vital m…"
"[""sanmed"",""healthcare"",""is"",""committed"",""to"",""taking"",""up"",""the"",""fight"",""against"",""covid"",""we"",""assured"",""all"",""support"",""to"",""the"",""telangana"",""min"",""httpstcougwtwid""]","[78.45636,17.38405]",Sun Mar 29 12:09:40 +0000 2020,Sanmed Healthcare is committed to taking up the fight against COVID19.  We assured all support to the Telangana Min… https://t.co/UG1WT3wi1d
"[""pineapplebous"",""ce"",""coronavirus"",""nous"",""a"",""prouve"",""que"",""les"",""gens"",""les"",""moins"",""bien"",""payes"",""sont"",""les"",""plus"",""utiles"",""a"",""la"",""societe""]","[2.65356,48.5457]",Sun Mar 29 12:09:40 +0000 2020," @PineappleBous: Ce coronavirus nous a prouvé que les gens les moins bien payés sont les plus utiles à la société.."
"[""podoradong"",""siap"",""kami"",""bantu"",""retweet"",""pak"",""gubernur""]","[99.55762,0.27293]",Sun Mar 29 12:09:40 +0000 2020," @podoradong: Siap, kami bantu retweet pak gubernur"
"[""noraab"",""en"",""tunisie"",""un"",""citoyen"",""se"",""fait"",""engueuler"",""par"",""un"",""robot"",""teleguide"",""par"",""la"",""police"",""pour"",""etre"",""sorti"",""acheter"",""des"",""cigarettes"",""cov""]","[1.7726,45.81376]",Sun Mar 29 12:09:40 +0000 2020," @noraa__b: En Tunisie, un citoyen se fait engueuler par un robot (téléguidé par la police) pour être sorti acheter des cigarettes 😅 #COV…"
"[""johnekdahl"",""will"",""there"",""be"",""any"",""american"",""journalists"",""left""]","[-86.15804,39.76838]",Sun Mar 29 12:09:40 +0000 2020," @JohnEkdahl: Will there be any American journalists left?"
